Product Name,Price,Ratings,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Dial Material,Ideal For,Compatible OS,Sensor,Compatible Device,Notification,Charge Time,Battery Life,Charger Type,Display Resolution,Display Size,Display Type,Call Features,Product_Url
"Fire-Boltt Hurricane 1.3"" Curved Glass Display with 360 Health Training, 100+ Sports Modes Smartwatch  (Pink Gold Strap, Free Size)","₹1,299",4.1,"Hurricane 1.3"" Curved Glass Display with 360 Health Training, 100+ Sports Modes",Silver,Circle,Pink Gold,Silicone,Free Size,Yes,Yes,1 m,Zink Alloy,Men & Women,Android & iOS,"SpO2, Heart Rate Sensor, Accelerometer, Barometer",Mobile Phones,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",120 Min,"7 days normal, 15 days standby",USB Cable With Metalic Charging Points,240 x 240 Pixels,1.3 mm,TFT LED,"Reject Calls, Silent Calls",https://www.flipkart.com/fire-boltt-hurricane-1-3-curved-glass-display-360-health-training-100-sports-modes-smartwatch/p/itm246c63f06b309?pid=SMWGD53JYHARHHGH&lid=LSTSMWGD53JYHARHHGHFEHVHC&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_tUVLEdhTgOLp9iac6yFWYivxyNzkP1OVjLHAb0QuCD7iUbv3%2BWj%2FsTFW81eAreQeANVu%2B8iuXbFtwo2KHdvORA%3D%3D&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant Smartwatch  (Pink Strap, Regular)","₹1,299",4.1,"Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant",Gold,Rectangle,Pink,Silicone,Regular,Yes,Yes,1 m,Polycarbonate,Men & Women,Android & iOS,"SpO2, Heart Rate","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",120 min,7 Days,Magnetic Charger,240 x 280 pixel,43 mm,LCD,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-buzz-bt-calling-1-69-inch-display-built-in-games-voice-assistant-smartwatch/p/itm6af342892788a?pid=SMWGGKSZAPFFJDHK&lid=LSTSMWGGKSZAPFFJDHKWFUK9W&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGGKSZAPFFJDHK.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch  (Blue Strap, Regular)","₹1,499",4.3,"Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish",Silver,Circle,Blue,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, Sp02, Sleep Monitor, Stress",No value available,Smart Notification,No value available,7 Days,Magnetic Charger,240 x 240 pixel,35.052 mm,No value available,No value available,https://www.flipkart.com/noise-crew-bluetooth-calling-smartwatch-1-38-round-display-metallic-finish/p/itm6578a135b77b6?pid=SMWGKXEEBEFMGJQY&lid=LSTSMWGKXEEBEFMGJQYKKT8MC&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGKXEEBEFMGJQY.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Force Plus BT Calling with 1.46''AMOLED display,rugged build, always on display Smartwatch  (Black Strap, Regular)","₹3,999",4.7,"Force Plus BT Calling with 1.46''AMOLED display,rugged build, always on display",Black,Circle,Black,Silicone,Regular,Yes,Yes,1 m,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, SpO2",No value available,Smart Notifications,No value available,Upto 7 Days,No value available,No value available,No value available,No value available,No value available,https://www.flipkart.com/noise-force-plus-bt-calling-1-46-amoled-display-rugged-build-always-display-smartwatch/p/itm78c4564f6cf22?pid=SMWGNHJ8QJN9N9GZ&lid=LSTSMWGNHJ8QJN9N9GZDAPIUO&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGNHJ8QJN9N9GZ.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Fire-Boltt Talk Go 1.3'' Bluetooth Calling, AI Voice Assistant, 100+ sports modes Smartwatch  (Grey Strap, Free Size)","₹1,499",4.3,"Talk Go 1.3'' Bluetooth Calling, AI Voice Assistant, 100+ sports modes",Silver,Round,Grey,Silicone,Free Size,Yes,Yes,1 m,Zinc Alloy,Men & Women,Android & iOS,"SpO2, Heart Rate Sensor, Accelerometer, Barometer",Mobile Phones,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",120 min,Upto 15 Days,USB Cable With Metalic Charging Points,240 x 240 Pixels,1.3 inch,TFT LED,"Reject Calls, Silent Calls",https://www.flipkart.com/fire-boltt-talk-go-1-3-bluetooth-calling-ai-voice-assistant-100-sports-modes-smartwatch/p/itm6083d56342a76?pid=SMWGZKHEZGDHJGPM&lid=LSTSMWGZKHEZGDHJGPMKIIZ6S&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=en_tUVLEdhTgOLp9iac6yFWYivxyNzkP1OVjLHAb0QuCD6VmhLsLgrvMF7FEYUPcd26MTjTloEh0m%2Ftzs%2BI345qFQ%3D%3D&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch  (Green Strap, Regular)","₹1,499",4.3,"Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish",Silver,Circle,Green,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, Sp02, Sleep Monitor, Stress",No value available,No value available,No value available,7 Days,Magnetic Charger,240 x 240 pixel,35.052 mm,No value available,No value available,https://www.flipkart.com/noise-crew-bluetooth-calling-smartwatch-1-38-round-display-metallic-finish/p/itm49f2951ca41b2?pid=SMWGKXECTHSJXNUP&lid=LSTSMWGKXECTHSJXNUPQFCT4X&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGKXECTHSJXNUP.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch  (Burgundy Strap, Free Size)",₹999,4,"Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes",No value available,Rectangle,Burgundy,Silicone,Free Size,Yes,Yes,No value available,No value available,Men & Women,Android & iOS,"Accelerometer, SpO2, Heart Rate",Mobile,No value available,No value available,Upto 7 Days,No value available,454 x 454 Pixels,43 mm,No value available,No value available,https://www.flipkart.com/boat-wave-neo-1-69-inch-2-5d-curved-display-multiple-sports-modes-smartwatch/p/itm25cb8d4c5313f?pid=SMWGD7MCJZGZBANX&lid=LSTSMWGD7MCJZGZBANXYFIDDT&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGD7MCJZGZBANX.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Fire-Boltt Ninja Calling Pro Plus 1.83 inch Display Smartwatch Bluetooth Calling, AI Voice Smartwatch  (Pink Strap, Free Size)","₹1,499",4.2,"Ninja Calling Pro Plus 1.83 inch Display Smartwatch Bluetooth Calling, AI Voice",Pink,Square,Pink,Silicone,Free Size,Yes,Yes,1 m,No value available,Men & Women,Android & iOS,"Buetooth Calling, SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sens, Barometer, Pedometer SC7A20",Mobile Phones,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",120 minutes,Upto 5 Days,USB Cable With Metalic Charging Points - 2 Pin Magnetic Cable,240 x 286 Pixel,1.83 Inch,IPS LCD,"Bluetooth Calling function, Dial Pad, Contacts, Call History, Recent Calls",https://www.flipkart.com/fire-boltt-ninja-calling-pro-plus-1-83-inch-display-smartwatch-bluetooth-calling-ai-voice/p/itmdf55f3ccff677?pid=SMWGGZ74YP5VGYEN&lid=LSTSMWGGZ74YP5VGYENMZOMUJ&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGGZ74YP5VGYEN.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"alt Lit, 1.85HD Display, Bt Calling, 7 day Battery, AI Voice Asst, Rotating Crown Smartwatch  (Salmon Pink Strap, Regular)","₹1,199",4.1,"Lit, 1.85HD Display, Bt Calling, 7 day Battery, AI Voice Asst, Rotating Crown",Rose Gold,Square,Salmon Pink,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Accelerometer, Heart Rate, SpO2",No value available,Smart Notification,No value available,"Battery life: 7 days, 2 days with Bluetooth calling,15 days on standby",Magnetic Charger,240 x 280 pixel,46.99 mm,No value available,No value available,https://www.flipkart.com/alt-lit-1-85hd-display-bt-calling-7-day-battery-ai-voice-asst-rotating-crown-smartwatch/p/itm6d0b5d4abbdfc?pid=SMWGHQW6SZZGA3QB&lid=LSTSMWGHQW6SZZGA3QBT8IPAM&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=en_tUVLEdhTgOLp9iac6yFWYivxyNzkP1OVjLHAb0QuCD7OpuZ2HBTYGtKQK82hX52ET7Uo3sKrpWizwdv878tQug%3D%3D&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Fire-Boltt Wonder 1.8"" Bluetooth Calling Smart Watch with AI Voice Assistant & Calculator Smartwatch  (Pink Strap, Free Size)","₹1,499",4.1,"Wonder 1.8"" Bluetooth Calling Smart Watch with AI Voice Assistant & Calculator",Blue,Square,Pink,Silicone,Free Size,Yes,Yes,1 m,No value available,Men & Women,Android & iOS,"SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sensor, Barometer, Pedometer SC7A20",Android 5.0 & IOS 10.0 and Above,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",120 Minutes,Upto 5 Days,USB Cable With Metalic Charging Points - 4 Pin Magnetic Cable,No value available,No value available,No value available,No value available,https://www.flipkart.com/fire-boltt-wonder-1-8-bluetooth-calling-smart-watch-ai-voice-assistant-calculator-smartwatch/p/itmab9671bfe8f23?pid=SMWGFKRFAZBSBQ3C&lid=LSTSMWGFKRFAZBSBQ3C3WZMCN&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGFKRFAZBSBQ3C.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Loop Advanced Bluetooth Calling with 1.85'' Display, 550 Nits Brightness Smartwatch  (Black Strap, Regular)","₹1,499",4.2,"Loop Advanced Bluetooth Calling with 1.85'' Display, 550 Nits Brightness",Black,Square,Black,Silicone,Regular,Yes,Yes,1.5 m,Polycarbonate,Men & Women,Android & iOS,"Accelerometer , Heart Rate",No value available,"Smart Notifications (Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts",No value available,7 Days,Magnetic Charger,240 x 284 pixel,46.99 mm,TFT,"Mute Calls, Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-loop-advanced-bluetooth-calling-1-85-display-550-nits-brightness-smartwatch/p/itmfe1f851bb6a19?pid=SMWGG6GFSWZDVG57&lid=LSTSMWGG6GFSWZDVG57ZFZIUI&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGG6GFSWZDVG57.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant Smartwatch  (Midnight Gold Strap, Regular)","₹1,299",4.1,"Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant",Gold,Rectangle,Midnight Gold,Silicone,Regular,Yes,Yes,1 m,Polycarbonate,Men & Women,Android & iOS,"SpO2, Heart Rate",Android 5.1 or above & iOS 8.0 0r above,"Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",120 min,7 Days,Magnetic Charger,240 x 280 pixel,43 mm,LCD,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-buzz-bt-calling-1-69-inch-display-built-in-games-voice-assistant-smartwatch/p/itm8e2dc3457a808?pid=SMWGAU62KKN892B7&lid=LSTSMWGAU62KKN892B7CDMOJ1&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGAU62KKN892B7.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Fire-Boltt Rock 1.3 AMOLED Display, Bluetooth Calling, Rotating Crown, Voice Assistant Smartwatch  (Gold Strap, 1.3)","₹2,999",4.3,"Rock 1.3 AMOLED Display, Bluetooth Calling, Rotating Crown, Voice Assistant",Gold,Round,Gold,Silicone,1.3,Yes,Yes,1 m,Zinc alloy,Men & Women,Android & iOS,"Bluetooth Calling, Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring","Mobile Phones, Smart Phones","Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",129 min,Without Bluetooth Calling Function 7 Days With Bluetooth Calling Function 3 Days | 15 Days Standby Mode,Magnetic charging,390 x 390 Pixel,1.3 Inch,AMOLED,"Make Calls, Answer Calls, Reject Calls, Speed Dial, Contact Sync",https://www.flipkart.com/fire-boltt-rock-1-3-amoled-display-bluetooth-calling-rotating-crown-voice-assistant-smartwatch/p/itm70643c8733cc8?pid=SMWGMVBG8FGRFHPZ&lid=LSTSMWGMVBG8FGRFHPZAMRKOY&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=en_tUVLEdhTgOLp9iac6yFWYivxyNzkP1OVjLHAb0QuCD4mxu0z%2BFgYRhFQsi%2BURfej50N8u1rGUxe7%2FghrpdcgqQ%3D%3D&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Fastrack Revoltt FS1|1.83"" Display|BT Calling|Fastcharge|110+ Sports Mode|200+ WatchFaces Smartwatch  (Black Strap, Free Size)","₹1,999",4.3,"Revoltt FS1|1.83"" Display|BT Calling|Fastcharge|110+ Sports Mode|200+ WatchFaces",No value available,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Polycarbonate,Men & Women,Android & iOS,Accelerometer,No value available,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",45 min,Upto 7 days,Pogo Pin Charging Cable,240 x 284 Pixel,1.83 Inch,LCD,"Call Answer, Call Reject, Call Mute, Call Notifications",https://www.flipkart.com/fastrack-revoltt-fs1-1-83-display-bt-calling-fastcharge-110-sports-mode-200-watchfaces-smartwatch/p/itm218bea024d2aa?pid=SMWGN4YEWGNZ2GGM&lid=LSTSMWGN4YEWGNZ2GGMLUF0DF&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGN4YEWGNZ2GGM.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch  (Blue Strap, Free Size)","₹1,599",4,Wave Arcade with 1.81 inch HD Display and Bluetooth Calling,No value available,Rectangle,Blue,Silicone,Free Size,Yes,Yes,No value available,No value available,Men & Women,Android & iOS,"Heart Rate, SpO2",No value available,No value available,No value available,Upto 7 Days,No value available,No value available,No value available,No value available,No value available,https://www.flipkart.com/boat-wave-arcade-1-81-inch-hd-display-bluetooth-calling-smartwatch/p/itm3c1756e9940b6?pid=SMWGKN7TJGEUNMZR&lid=LSTSMWGKN7TJGEUNMZRNGPGHO&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGKN7TJGEUNMZR.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Loop Advanced Bluetooth Calling with 1.85'' Display, 550 Nits Brightness Smartwatch  (Green Strap, Regular)","₹1,499",4.2,"Loop Advanced Bluetooth Calling with 1.85'' Display, 550 Nits Brightness",Green,Square,Green,Silicone,Regular,Yes,Yes,1.5 m,Polycarbonate,Men & Women,Android & iOS,"Accelerometer , Heart Rate",No value available,"Smart Notifications (Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts",No value available,7 Days,Magnetic Charger,240 x 284 pixel,46.99 mm,TFT,"Mute Calls, Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-loop-advanced-bluetooth-calling-1-85-display-550-nits-brightness-smartwatch/p/itm02881a00e9234?pid=SMWGG6GGJ7HNZRBK&lid=LSTSMWGG6GGJ7HNZRBKPYXCN0&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=c1a91a43-3963-48c6-ab68-76367639c337.SMWGG6GGJ7HNZRBK.SEARCH&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Caliber 2 Buzz Advanced Bluetooth Calling with 1.85'' display, Long Battery Smartwatch  (Brown Strap, Regular)","₹1,399",4.1,"Caliber 2 Buzz Advanced Bluetooth Calling with 1.85'' display, Long Battery",Brown,Square,Brown,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, SpO2, Gesture, Pedometer",No value available,Smart Notification,No value available,10 DAYS,Magnetic Charger,240 x 284 pixel,46.482 mm,No value available,No value available,https://www.flipkart.com/noise-caliber-2-buzz-advanced-bluetooth-calling-1-85-display-long-battery-smartwatch/p/itm6ffc0394e9a8f?pid=SMWGGKRWAHFFNJNV&lid=LSTSMWGGKRWAHFFNJNVL6DRCN&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=en_tUVLEdhTgOLp9iac6yFWYivxyNzkP1OVjLHAb0QuCD5Lwf2xkQv4aGdYsTVVn5WBOaUQTJJCNfFfHTgnN1vE6w%3D%3D&ppt=None&ppn=None&ssid=3x3zqb7hsw0000001683233365734&qH=acc05e33fb140cc4
"Noise Evolve 3 Bluetooth Calling with 1.43'' AMOLED Always-On Display, Metallic Design Smartwatch  (Black Strap, Regular)","₹2,799",4.4,"Evolve 3 Bluetooth Calling with 1.43'' AMOLED Always-On Display, Metallic Design",Black,Circle,Black,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Accelerometer, Hear Rate","iphone, Android",Smart Notification,No value available,7 Days,Magnetic Charger,466 x 466 pixel,36.32 mm,No value available,No value available,https://www.flipkart.com/noise-evolve-3-bluetooth-calling-1-43-amoled-always-on-display-metallic-design-smartwatch/p/itm36b6117652964?pid=SMWGGP58M2H75R6H&lid=LSTSMWGGP58M2H75R6HQDJ44Y&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_Zwf%2FY9Ds%2Bc5XEr1i1tKBcWeC0Xf%2FgvirrDzP13L4ZsdlXTShiBgTGY8ftRYAryOrSrqJplp3bvmrQg1kDaUCwQ%3D%3D&ppt=None&ppn=None&ssid=h1wqy307uo0000001683233432734&qH=acc05e33fb140cc4
"Noise Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode Smartwatch  (Glossy Black Strap, Regular)","₹1,499",4.2,"Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode",Gold,Rectangle,Glossy Black,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",No value available,7 Days,Magnetic Charger,240 x 286 pixel,45.72 mm,No value available,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-2-bluetooth-calling-1-8-display-ai-voice-assistant-60-sports-mode-smartwatch/p/itm339ed82cec89e?pid=SMWGEH7V3NRGVPQ9&lid=LSTSMWGEH7V3NRGVPQ9LIOCW6&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_Zwf%2FY9Ds%2Bc5XEr1i1tKBcWeC0Xf%2FgvirrDzP13L4Zsd8KEnq1m2k%2FPaXBRF6pkmgba9EFvuAFpupNL7KB9S78Q%3D%3D&ppt=None&ppn=None&ssid=h1wqy307uo0000001683233432734&qH=acc05e33fb140cc4
"Noise Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode Smartwatch  (Blue Strap, Regular)","₹1,499",4.2,"Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode",Blue,Rectangle,Blue,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",No value available,7 Days,Magnetic Charger,240 x 286 pixel,45.72 mm,No value available,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-2-bluetooth-calling-1-8-display-ai-voice-assistant-60-sports-mode-smartwatch/p/itmadb5bf0ef4cdc?pid=SMWGEH7VV8B3H8Y6&lid=LSTSMWGEH7VV8B3H8Y6IAVT9G&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=2349d7a5-18fa-474c-8ca7-5dee784eae6e.SMWGEH7VV8B3H8Y6.SEARCH&ppt=None&ppn=None&ssid=h1wqy307uo0000001683233432734&qH=acc05e33fb140cc4
"Noise Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant Smartwatch  (Black Strap, Regular)","₹1,299",4.1,"Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant",Black,Rectangle,Black,Silicone,Regular,Yes,Yes,1 m,Polycarbonate,Men & Women,Android & iOS,"SpO2, Heart Rate","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",120 min,7 Days,Magnetic Charger,240 x 280 pixel,43 mm,LCD,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-buzz-bt-calling-1-69-inch-display-built-in-games-voice-assistant-smartwatch/p/itmd8257a482e5d5?pid=SMWGAU62XCAESACH&lid=LSTSMWGAU62XCAESACHHEGULG&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&spotlightTagId=BestsellerId_ajy%2Fbuh&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=2349d7a5-18fa-474c-8ca7-5dee784eae6e.SMWGAU62XCAESACH.SEARCH&ppt=None&ppn=None&ssid=h1wqy307uo0000001683233432734&qH=acc05e33fb140cc4
