Product Name,Price,Ratings,Model Name,Supported Apps,Operating Systems,Display Size,Screen Type,Color,Storage Memory,Ram Storage,Number of Cores,Processor,Resolutions,System Language,Power Requirement,Refresh Rates,Sound Output,Product_Url
OnePlus Y1S 108 cm (43 inch) Full HD LED Smart Android TV with Android 11 and Bezel-Less Frame  (43FD2A00),"₹22,719",4.3,43FD2A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,8 GB,1G,4,MT9216,"Full HD, 1920 x 1080",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/oneplus-y1s-108-cm-43-inch-full-hd-led-smart-android-tv-11-bezel-less-frame/p/itm178846d2e1567?pid=TVSGAXEVSNT3HBQA&lid=LSTTVSGAXEVSNT3HBQA27QSBA&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGAXEVSNT3HBQA.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Infinix Y1 80 cm (32 inch) HD Ready LED Smart Linux TV with Wall Mount  (32Y1),"₹8,329",4.2,32Y1, Prime Video|Youtube,Linux,80 cm (32 inch),LED,Black,4 GB,NA,4,Quad Core Processor,"HD Ready, 1366 x 768",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/infinix-y1-80-cm-32-inch-hd-ready-led-smart-linux-tv-wall-mount/p/itme5476ca89d1b0?pid=TVSGFGF34GMTB9KF&lid=LSTTVSGFGF34GMTB9KFNOEUDG&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGFGF34GMTB9KF.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV  (32LM565BPTA),"₹14,190",4.4,32LM565BPTA, Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,80 cm (32 inch),LED,Ceramic Black,4 GB,1 GB,4,No value available,"HD Ready, 1366 x 768",No value available,"AC 100 - 240 V, 50/60 Hz",50 Hz,10 W,https://www.flipkart.com/lg-80-cm-32-inch-hd-ready-led-smart-webos-tv/p/itm6207e6d122567?pid=TVSFTW4CSRW8PGDQ&lid=LSTTVSFTW4CSRW8PGDQSZQIO6&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=FkPickId_ckf%2Fczl&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSFTW4CSRW8PGDQ.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Compaq 109 cm (43 inch) Full HD LED Smart Coolita TV  (CQV43FDS),"₹14,999",3.8,CQV43FDS, Prime Video|Youtube,Coolita,109 cm (43 inch),LED,Black,No value available,No value available,4,No value available,"Full HD, 1920 x 1080",English,"AC 110 - 200 V, 50/60 Hz",60 Hz,14W,https://www.flipkart.com/compaq-109-cm-43-inch-full-hd-led-smart-coolita-tv/p/itmd2e4df55ee4ea?pid=TVSGK2H8U3UG3SVH&lid=LSTTVSGK2H8U3UG3SVHZN7GTA&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=en_%2BDVQ6Fyg0BLoxxhWbjl5J%2FMfbDqrsWJ9AANbCANwNh4J9jNZcU34%2B%2Bg0onchkX%2Bry7aqHd%2F9QyaFUoHpEBwzog%3D%3D&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model  (UA32T4380AKXXL),"₹13,990",4.4,UA32T4380AKXXL, Netflix|Prime Video|Disney+Hotstar|Youtube,Tizen,80 cm (32 Inch),LED,Black,No value available,1.5,No value available,No value available,"HD Ready, 1366 x 768",No value available,"AC 220 - 240 V, 50/60 Hz",50 Hz,20 W,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tizen-tv-2022-model/p/itm3c07ddc2dd25d?pid=TVSGHY2UZA9YHWQN&lid=LSTTVSGHY2UZA9YHWQNCPAW6M&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGHY2UZA9YHWQN.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model),"₹13,999",4.4,L32M7-5AIN, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1 GB,No value available,Cortex A35 64-bit Quad Core,"HD Ready, 1366 x 768",English,"AC 100 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/mi-5a-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio-2022-model/p/itm98501ffa297ba?pid=TVSGD5CS2SDUUZGN&lid=LSTTVSGD5CS2SDUUZGNPVJDFV&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGD5CS2SDUUZGN.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),"₹11,999",4.3,TV 32, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1 GB,4,MediaTek Quad core 6883,"HD Ready, 1366 x 768","English, Hindi",90 - 240 V,60 Hz,24 W,https://www.flipkart.com/realme-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm56d1cf16da75b?pid=TVSFRTJQTZVKTF6Y&lid=LSTTVSFRTJQTZVKTF6YTYQNP6&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSFRTJQTZVKTF6Y.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Compaq 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV  (CQV50AX1UD),"₹24,999",4.3,CQV50AX1UD, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),127 cm (50 inch),LED,Black,No value available,No value available,No value available,No value available,"Ultra HD (4K), 3840 x 2160",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/compaq-127-cm-50-inch-ultra-hd-4k-led-smart-android-tv/p/itmd537e2eca299f?pid=TVSGHQYFJZYWEHTQ&lid=LSTTVSGHQYFJZYWEHTQRZAJKA&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_%2BDVQ6Fyg0BLoxxhWbjl5J%2FMfbDqrsWJ9AANbCANwNh4oedFJyXbtH6PdrH0Ik6YnAJQLqXf8sw%2BXhoH9hIdqfA%3D%3D&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less Design  (32Alpha007BL),"₹7,949",4.4,32Alpha007BL, Prime Video|Youtube,Linux,80 cm (32 inch),LED,Black,4 GB,512 MB,No value available,Quad Core Processor-A35 x 4,"HD Ready, 1366 x 768","English, Hindi","AC 100 - 240 V, 50/60 Hz",60 Hz,30 W,https://www.flipkart.com/thomson-alpha-80-cm-32-inch-hd-ready-led-smart-linux-tv-30-w-sound-output-bezel-less-design/p/itm0e90bcdadb9c9?pid=TVSGEMQV7R4CMTGA&lid=LSTTVSGEMQV7R4CMTGAODWDFI&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGEMQV7R4CMTGA.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
OnePlus Y1 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Audio  (40FA1A00/40FA1A00_V1),"₹19,879",4.3,40FA1A00/40FA1A00_V1, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),100 cm (40 inch),LED,Black,8 GB,1G,4,Cortex-A53 x 4,"Full HD, 1920 x 1080","English, Hindi","AC 100 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/oneplus-y1-100-cm-40-inch-full-hd-led-smart-android-tv-dolby-audio/p/itm56416c21fbb28?pid=TVSG25MMGB8NKFD8&lid=LSTTVSG25MMGB8NKFD8MWAMJF&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSG25MMGB8NKFD8.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
OnePlus Y1S 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 and Bezel-Less Frame  (32HD2A00),"₹14,959",4.3,32HD2A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1G,4,MT9216,"HD Ready, 1366 x 768",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/oneplus-y1s-80-cm-32-inch-hd-ready-led-smart-android-tv-11-bezel-less-frame/p/itm0a39edd7df236?pid=TVSGAXEVXNG9YBUM&lid=LSTTVSGAXEVXNG9YBUMLGWYAS&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGAXEVXNG9YBUM.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Compaq 108 cm (43 inch) Full HD LED Smart Android TV  (CQ4300FHDAB),"₹16,999",4.3,CQ4300FHDAB, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,No value available,No value available,No value available,No value available,"Full HD, 1920 x 1080",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/compaq-108-cm-43-inch-full-hd-led-smart-android-tv/p/itmbbebcf26df826?pid=TVSGHQYFPMG8TYNM&lid=LSTTVSGHQYFPMG8TYNMXT2V96&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_%2BDVQ6Fyg0BLoxxhWbjl5J%2FMfbDqrsWJ9AANbCANwNh7uBkfs%2FFO9JrPbC%2FMVhue%2BAaB4ji55H5V7upVDB1C%2FaA%3D%3D&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Sansui 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 (Midnight Black)  (JSW32ASHD),"₹10,999",4.2,JSW32ASHD, Netflix|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,No value available,8,1,4,CA53,"HD Ready, 1366 x 768",No value available,"AC 100 - 240 V, 50/60 HZ",60 Hz,20W,https://www.flipkart.com/sansui-80-cm-32-inch-hd-ready-led-smart-android-tv-11-midnight-black/p/itm038eb70861a01?pid=TVSGYGQW3RZPMEVT&lid=LSTTVSGYGQW3RZPMEVTTQHQIM&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGYGQW3RZPMEVT.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
realme 100.3 cm (40 inch) Full HD LED Smart Android TV with Android 11 - 2022 Model  (RMV2107),"₹18,499",4.3,RMV2107, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),100.3 cm (40 inch),LED,Black,8 GB,1 GB,4,Quad Core ARM Cortex-A55,"Full HD, 1920 x 1080","English, Hindi",AC 90 - 240 V,60 Hz,24 W,https://www.flipkart.com/realme-100-3-cm-40-inch-full-hd-led-smart-android-tv-11-2022-model/p/itmfbee9155488c1?pid=TVSGDC5CN7XP3KNE&lid=LSTTVSGDC5CN7XP3KNEIEAWVG&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGDC5CN7XP3KNE.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
OnePlus Y1 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio  (32HA0A00),"₹14,199",4.3,32HA0A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1 GB,4,MTK 6683,"HD Ready, 1366 x 768",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/oneplus-y1-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio/p/itme650a6bb8cee3?pid=TVSFVWD2ENXYGEJY&lid=LSTTVSFVWD2ENXYGEJYBNWSST&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSFVWD2ENXYGEJY.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Compaq 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV  (CQV43AX1UD),"₹19,499",4.3,CQV43AX1UD, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),109 cm (43 inch),LED,Black,No value available,No value available,No value available,No value available,"Ultra HD (4K), 3840 x 2160",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/compaq-109-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itmc3ef25754ef5a?pid=TVSGHQYFQGHRVFVG&lid=LSTTVSGHQYFQGHRVFVG97W51Z&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_%2BDVQ6Fyg0BLoxxhWbjl5J%2FMfbDqrsWJ9AANbCANwNh5%2B800xx65%2FmF1es%2B1AoG1br3LCyJKLoP87FrJdoGcdbQ%3D%3D&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
"acer I Series 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11, 1.5GB RAM (2022 Model)  (AR32AR2841HDFL)","₹11,999",4.4,AR32AR2841HDFL, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1.5 GB,4,Quad Core Cortex-A55 x 4 64bit,"HD Ready, 1366 x 768",English,"AC 100 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/acer-series-80-cm-32-inch-hd-ready-led-smart-android-tv-11-1-5gb-ram-2022-model/p/itm5767c4e3d5359?pid=TVSGEYD98YRZGSRU&lid=LSTTVSGEYD98YRZGSRUPETPT6&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGEYD98YRZGSRU.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
realme 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Handsfree Voice Search and Dolby Vision & Atmos  (RMV2004),"₹24,999",4.3,RMV2004, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,16 GB,2 GB,4,A53 x 4-1.5 GHz,"Ultra HD (4K), 3840 x 2160",No value available,"AC 100 - 240 V, 50 Hz",60 Hz,24 W,https://www.flipkart.com/realme-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv-handsfree-voice-search-dolby-vision-atmos/p/itm961db6696ab0a?pid=TVSG2B4AKVHCUJ8P&lid=LSTTVSG2B4AKVHCUJ8PS6UETB&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSG2B4AKVHCUJ8P.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Vu Premium TV 108 cm (43 inch) Full HD LED Smart Android TV  (43GA-Android),"₹18,550",4.1,43GA-Android, Netflix|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,No value available,No value available,4,Quad Core Processor,"Full HD, 1920 x 1080",English,"AC 100 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/vu-premium-tv-108-cm-43-inch-full-hd-led-smart-android/p/itm2d388116b1903?pid=TVSGKZRWHMGF952P&lid=LSTTVSGKZRWHMGF952PSRH37M&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGKZRWHMGF952P.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 12 Dolby Audio and Eye care technology  (65Y72),"₹49,999",4.4,65Y72, Netflix|Disney+Hotstar|Youtube,Google TV,164 cm (65 inch),LED,Black,16 GB,No value available,4,Quad Core Cortex-A53 x 4 64bit,"Ultra HD (4K), 3840 x 2160",No value available,"AC 100 - 240 V, 50/60 Hz",60 Hz,30 W,https://www.flipkart.com/coocaa-frameless-164-cm-65-inch-ultra-hd-4k-led-smart-google-tv-hdr-12-dolby-audio-eye-care-technology/p/itme55c0f56fc7b3?pid=TVSGGJSNAXSY6H29&lid=LSTTVSGGJSNAXSY6H29NTV63F&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_%2BDVQ6Fyg0BLoxxhWbjl5J%2FMfbDqrsWJ9AANbCANwNh7HY4nz89y0arLkKQycDB8jkGOO6uEKCOpmEoPJzYRZ%2Fw%3D%3D&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
SAMSUNG Crystal 4K Neo Series 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with (Black) (2022 Model)  (UA43AUE65AKXXL),"₹31,999",4.4,UA43AUE65AKXXL, Netflix|Prime Video|Disney+Hotstar|Youtube,Tizen,108 cm (43 inch),LED,Black,8 GB,1.5,No value available,Crystal Processor 4K,"Ultra HD (4K), Crystal 4K FE UHD (3840 x 2160)",No value available,"AC 220 - 240 V, 50/60 Hz",50 Hz,20 W,https://www.flipkart.com/samsung-crystal-4k-neo-series-108-cm-43-inch-ultra-hd-4k-led-smart-tizen-tv-black-2022-model/p/itma076c4dd16aa4?pid=TVSGEAGP9GXWCHCX&lid=LSTTVSGEAGP9GXWCHCXSVNDV5&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGEAGP9GXWCHCX.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
SENS 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio & Google Assistant  (SENS32WASHD),"₹7,999",4.1,SENS32WASHD, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,No value available,No value available,4,CA53 Quad Core,"HD Ready, 1280 x 720",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/sens-80-cm-32-inch-hd-ready-led-smart-android-tv-dolby-audio-google-assistant/p/itm9340589d4f56d?pid=TVSGHY2BHWNJ7JHG&lid=LSTTVSGHY2BHWNJ7JHGV04LJU&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGHY2BHWNJ7JHG.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
SENS 80 cm (32 inch) HD Ready LED Smart Linux TV with Dolby Audio  (32WCSHD),"₹6,999",4.1,32WCSHD, Youtube,Linux,80 cm (32 inch),LED,Black,No value available,No value available,4,Mali G31,"HD Ready, 1366 x 768",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,20 W,https://www.flipkart.com/sens-80-cm-32-inch-hd-ready-led-smart-linux-tv-dolby-audio/p/itm42bfcb2db2495?pid=TVSGHY2BCKSKB5QF&lid=LSTTVSGHY2BCKSKB5QFJ7HUWT&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=ecaf5bfa-d639-499c-ae0a-83a34e9e212e.TVSGHY2BCKSKB5QF.SEARCH&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
Compaq HUEQ W32S 80 cm (32 inch) HD Ready LED Smart Android TV  (CQ32APHDBZ),"₹9,999",4.3,CQ32APHDBZ, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),80 cm (32 inch),LED,Black,8 GB,1.5 GB,4,CA53x4,"HD Ready, 1366 x 768",English,"AC 110 - 240 V, 50/60 Hz",60 Hz,24 W,https://www.flipkart.com/compaq-hueq-w32s-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm9a777146459fc?pid=TVSG9BFJEWGQUSTV&lid=LSTTVSG9BFJEWGQUSTVEDGDUY&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_%2BDVQ6Fyg0BLoxxhWbjl5J%2FMfbDqrsWJ9AANbCANwNh6lQ72N1zktHGxuC00zGWSC7DLEvVyVyhrSuHA7gNduAg%3D%3D&ppt=None&ppn=None&ssid=hb6ppbf2vk0000001682785311799&qH=080099968ecb406f
OnePlus Y1S 108 cm (43 inch) Full HD LED Smart Android TV with Android 11 and Bezel-Less Frame  (43FD2A00),"₹22,719",4.3,43FD2A00, Netflix|Prime Video|Disney+Hotstar|Youtube,Android (Google Assistant & Chromecast in-built),108 cm (43 inch),LED,Black,8 GB,1G,4,MT9216,"Full HD, 1920 x 1080",No value available,AC 100 - 240 V,60 Hz,20 W,https://www.flipkart.com/oneplus-y1s-108-cm-43-inch-full-hd-led-smart-android-tv-11-bezel-less-frame/p/itm178846d2e1567?pid=TVSGAXEVSNT3HBQA&lid=LSTTVSGAXEVSNT3HBQA27QSBA&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=8a692e08-86d0-4464-885a-63bfed1b33c4.TVSGAXEVSNT3HBQA.SEARCH&ppt=None&ppn=None&ssid=yrzhbcbwkw0000001682785353425&qH=080099968ecb406f
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV  (32LM565BPTA),"₹14,190",4.4,32LM565BPTA, Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,80 cm (32 inch),LED,Ceramic Black,4 GB,1 GB,4,No value available,"HD Ready, 1366 x 768",No value available,"AC 100 - 240 V, 50/60 Hz",50 Hz,10 W,https://www.flipkart.com/lg-80-cm-32-inch-hd-ready-led-smart-webos-tv/p/itm6207e6d122567?pid=TVSFTW4CSRW8PGDQ&lid=LSTTVSFTW4CSRW8PGDQSZQIO6&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=FkPickId_ckf%2Fczl&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=8a692e08-86d0-4464-885a-63bfed1b33c4.TVSFTW4CSRW8PGDQ.SEARCH&ppt=None&ppn=None&ssid=yrzhbcbwkw0000001682785353425&qH=080099968ecb406f
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with 2022 Model  (UA32T4380AKXXL),"₹13,990",4.4,UA32T4380AKXXL, Netflix|Prime Video|Disney+Hotstar|Youtube,Tizen,80 cm (32 Inch),LED,Black,No value available,1.5,No value available,No value available,"HD Ready, 1366 x 768",No value available,"AC 220 - 240 V, 50/60 Hz",50 Hz,20 W,https://www.flipkart.com/samsung-80-cm-32-inch-hd-ready-led-smart-tizen-tv-2022-model/p/itm3c07ddc2dd25d?pid=TVSGHY2UZA9YHWQN&lid=LSTTVSGHY2UZA9YHWQNCPAW6M&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&spotlightTagId=BestsellerId_ckf%2Fczl&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=8a692e08-86d0-4464-885a-63bfed1b33c4.TVSGHY2UZA9YHWQN.SEARCH&ppt=None&ppn=None&ssid=yrzhbcbwkw0000001682785353425&qH=080099968ecb406f
Compaq 109 cm (43 inch) Full HD LED Smart Coolita TV  (CQV43FDS),"₹14,999",3.8,CQV43FDS, Prime Video|Youtube,Coolita,109 cm (43 inch),LED,Black,No value available,No value available,4,No value available,"Full HD, 1920 x 1080",English,"AC 110 - 200 V, 50/60 Hz",60 Hz,14W,https://www.flipkart.com/compaq-109-cm-43-inch-full-hd-led-smart-coolita-tv/p/itmd2e4df55ee4ea?pid=TVSGK2H8U3UG3SVH&lid=LSTTVSGK2H8U3UG3SVHZN7GTA&marketplace=FLIPKART&q=smart+tv&store=ckf%2Fczl&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=en_T0SiWaOQGlxHsmZFIsO2r30c1g3XEXDqTJR%2BvfIm2TtzyzAJE0Vq1HqWFucTmSfNy7aqHd%2F9QyaFUoHpEBwzog%3D%3D&ppt=None&ppn=None&ssid=yrzhbcbwkw0000001682785353425&qH=080099968ecb406f
