Product Name,Price,Ratings,model_name,product_color,product_type,processor_name,processor_brand,ssd_capacity,ram_size,ram_type,graphic_processor,operating_system,screen_resolution,screen_size,Product_Url,Operating_System
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 Kg, With MS Office)","₹37,500",4.2,15ITL05,Platinum Grey,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD Graphics,,No value available,No value available,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQEVXKZI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_IN91vDl7xA5ZLfgZFyxoVare740dkAIx32iEsDi5DHYt%2Bp3e2CtwwODP9jtn1R0A5jvKLcbEXjA5Qqj93kkVKg%3D%3D&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop  (14 inch, Platinum Grey, 1.5 kg, With MS Office)","₹33,990",4.2,14ITL05,Platinum Grey,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_IN91vDl7xA5ZLfgZFyxoVare740dkAIx32iEsDi5DHZ4oFJ6Ut1jnRCllnWXWhBcUvE%2FjScOavw07jBcVtOLuw%3D%3D&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)","₹38,990",4.2,X515EA-EJ322WS | X515EA-EJ328WS,Transparent Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/asus-vivobook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej322ws-x515ea-ej328ws-thin-light-laptop/p/itmaafbc240a8774?pid=COMGA5TUCZAV4HGH&lid=LSTCOMGA5TUCZAV4HGHWM8PS0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGA5TUCZAV4HGH.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FA506IHRZ-HN112W Gaming Laptop  (15.6 inch, Graphite Black, 2.30 Kg)","₹65,990",4.4,FA506IHRZ-HN112W,Graphite Black,Gaming Laptop,Ryzen 5 Hexa Core,AMD,1 TB,8 GB,DDR4,NVIDIA GeForce GTX 1650,,No value available,No value available,https://www.flipkart.com/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGGJZFJRZY45WX.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)","₹23,990",4,X415MA-BV011W,Transparent Silver,Thin and Light Laptop,Celeron Dual Core,Intel,256 GB,4 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGBH774UHWUFQF.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"HP Laptop Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹38,490",4.2,15s-fq2717TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/hp-laptop-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq2717tu-thin-light/p/itm2782d44daaebf?pid=COMGHAGNPKH4AR8V&lid=LSTCOMGHAGNPKH4AR8V8LFM8Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGHAGNPKH4AR8V.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg)","₹36,999",4.4,RMNB1001,Real Blue,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm7109ffde0b2cc?pid=COMG5YDPYEB7ZAKK&lid=LSTCOMG5YDPYEB7ZAKKVEOVUY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMG5YDPYEB7ZAKK.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 10 Home
"Lenovo IdeaPad 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.63 Kg, With MS Office)","₹56,990",4.2,15IAU7,Arctic Grey,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD Graphics,,No value available,No value available,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm052cf75811d18?pid=COMGFM5BHPZWTFST&lid=LSTCOMGFM5BHPZWTFSTRRCS5G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_IN91vDl7xA5ZLfgZFyxoVare740dkAIx32iEsDi5DHb%2BCEFRqTwb7sddjx06WYL2KdRI0zuovIR%2BO9PAyrIIvA%3D%3D&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)","₹47,990",4.3,X515EA-EJ522WS,Transparent Silver,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,,No value available,No value available,https://www.flipkart.com/asus-vivobook-15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itm85cfbc3a2e8a7?pid=COMGFHNGGWNDVGSY&lid=LSTCOMGFHNGGWNDVGSY5C6JML&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGFHNGGWNDVGSY.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg, With MS Office)","₹47,999",4.4,RMNB1002,Real Gray,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,,No value available,No value available,https://www.flipkart.com/realme-book-slim-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-rmnb1002-thin-light-laptop/p/itm33d2663d94e5a?pid=COMG5YDPM8FZZWMQ&lid=LSTCOMG5YDPM8FZZWMQAWYHUQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMG5YDPM8FZZWMQ.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 10 Home
"Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop  (15.6 Inch, Blue, 1.76 Kg)","₹25,490",4.9,XL30,Blue,Thin and Light Laptop,Celeron Quad Core,Intel,512 GB,8 GB,LPDDR4X,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/infinix-y1-plus-neo-intel-celeron-quad-core-11th-gen-8-gb-512-gb-ssd-windows-11-home-xl30-thin-light-laptop/p/itmfb69fd4852e96?pid=COMGZ7YCE88QP2XM&lid=LSTCOMGZ7YCE88QP2XMLNHHNY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGZ7YCE88QP2XM.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop  (15.6 inch, Abyss Blue, 1.63 Kg, With MS Office)","₹45,990",4.8,15IAU7,Abyss Blue,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD Graphics,,No value available,No value available,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm4c8a03fd1cc29?pid=COMGGR9S3YGZUHDZ&lid=LSTCOMGGR9S3YGZUHDZUYYE1W&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_IN91vDl7xA5ZLfgZFyxoVare740dkAIx32iEsDi5DHaxAyu%2Bvn1XWHQF6Q%2FR2dLLyxSZYrtuF7upiV%2Fo15Q%2BVw%3D%3D&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","₹37,990",4.1,RedmiBook 15 Pro,Charcoal Gray,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,,No value available,No value available,https://www.flipkart.com/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMG4Z359A4Z3MFG.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"Infinix INBook X2 Plus Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Blue, 1.58 Kg)","₹41,990",4.2,XL25,Blue,Thin and Light Laptop,Core i5,Intel,512 GB,16 GB,LPDDR4X,Intel Integrated Iris Xe,,No value available,No value available,https://www.flipkart.com/infinix-inbook-x2-plus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm3235b92460ca6?pid=COMGGQE9YZ7PAQ6N&lid=LSTCOMGGQE9YZ7PAQ6NH66AYM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGGQE9YZ7PAQ6N.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LHB-HN355W | FX506LH-HN258W Gaming Laptop  (15.6 inch, Black Plastic, 2.30 Kg)","₹60,990",4.5,FX506LHB-HN355W | FX506LH-HN258W,Black Plastic,Gaming Laptop,Core i5,Intel,512 GB,8 GB,DDR4,NVIDIA GeForce GTX 1650,,No value available,No value available,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lhb-hn355w-fx506lh-hn258w-laptop/p/itmc9f94625ef76b?pid=COMGEMH5FTFWZZFZ&lid=LSTCOMGEMH5FTFWZZFZLDDTPQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGEMH5FTFWZZFZ.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.65 Kg, With MS Office)","₹56,990",4.1,15ITL6,Arctic Grey,Thin and Light Laptop,Core i5,Intel,512 GB,16 GB,DDR4,Intel Integrated Iris Xe,,No value available,No value available,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm3a8a423a53c02?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_IN91vDl7xA5ZLfgZFyxoVare740dkAIx32iEsDi5DHaioAgWnDfAZGsAA6770W2opRX0XgAICAkxptQ1vcQYRw%3D%3D&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop  (15.6 Inch, Blue, 1.76 Kg)","₹22,990",4.9,XL30,Blue,Thin and Light Laptop,Celeron Quad Core,Intel,256 GB,8 GB,LPDDR4X,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/infinix-y1-plus-neo-intel-celeron-quad-core-11th-gen-8-gb-256-gb-ssd-windows-11-home-xl30-thin-light-laptop/p/itm8bed445f333bc?pid=COMGZ7YCAXM2AFNU&lid=LSTCOMGZ7YCAXM2AFNU669ODD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGZ7YCAXM2AFNU.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"HP 15s Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)","₹43,990",4.2,15s-fq5007TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5007tu-thin-light-laptop/p/itm559f5c880dc4a?pid=COMGKW2NSU4SPZSG&lid=LSTCOMGKW2NSU4SPZSGEOIPKZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGKW2NSU4SPZSG.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","₹40,490",4.3,14s - dy2508TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-dy2508tu-thin-light-laptop/p/itm49f4531237a12?pid=COMGGTT4VFWG3FFM&lid=LSTCOMGGTT4VFWG3FFMB7VNLU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGGTT4VFWG3FFM.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.41 Kg, With MS Office)","₹40,900",4,14ITL6,Arctic Grey,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm16e2c83bcc665?pid=COMGHMH6GVJ79VCH&lid=LSTCOMGHMH6GVJ79VCHGZMO4D&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_IN91vDl7xA5ZLfgZFyxoVare740dkAIx32iEsDi5DHZpHyzivRtT94%2ByxDdU%2FsXB0K8MswLv0HNFLcaCprTsVw%3D%3D&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"ASUS TUF Gaming A17 with 90Whr Battery Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) FA706ICB-HX061W | FA706IC-HX036W Gaming Laptop  (17.3 Inch, Graphite Black, 2.60 Kg)","₹75,990",4.4,FA706IC-HX036W,Graphite Black,Gaming Laptop,Ryzen 7 Octa Core,AMD,512 GB,8 GB,DDR4,NVIDIA GeForce RTX RTX 3050,,No value available,No value available,https://www.flipkart.com/asus-tuf-gaming-a17-90whr-battery-ryzen-7-octa-core-amd-r7-4800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa706icb-hx061w-fa706ic-hx036w-laptop/p/itm1d301df445d80?pid=COMGB732ZPGYB2JP&lid=LSTCOMGB732ZPGYB2JPYP6PAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGB732ZPGYB2JP.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)","₹84,490",4.7,No value available,Space Grey,Thin and Light Laptop,M1,Apple,256 GB,8 GB,DDR4,NA,,No value available,No value available,https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn63hn-a/p/itmde54f026889ce?pid=COMFXEKMGNHZYFH9&lid=LSTCOMFXEKMGNHZYFH9P56X45&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMFXEKMGNHZYFH9.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Mac OS Big Sur
"HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹53,490",4.4,15s- fr4000TU,Natural Silver,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,,No value available,No value available,https://www.flipkart.com/hp-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr4000tu-thin-light-laptop/p/itm7fbaaf16c90f1?pid=COMGHN4MYVNWWQHG&lid=LSTCOMGHN4MYVNWWQHGPKYJCD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=cbc5ea61-ab16-4c52-b930-07016d28ba1a.COMGHN4MYVNWWQHG.SEARCH&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Light Laptop  (14 Inch, Slate Grey, 1.3 Kg, With MS Office)","₹69,990",4.3,14IHU5,Slate Grey,Thin and Light Laptop,Core i5,Intel,512 GB,16 GB,LPDDR4X,Intel Integrated Iris Xe,,No value available,No value available,https://www.flipkart.com/lenovo-yoga-slim-7-pro-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-14ihu5-thin-light-laptop/p/itmaeae9b77d73f9?pid=COMGH3UFDF63TZYW&lid=LSTCOMGH3UFDF63TZYWF1KPOM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_IN91vDl7xA5ZLfgZFyxoVare740dkAIx32iEsDi5DHazQM3cEX65W0R3h7D4va5Kcx2OGIaR3PIf%2BY78fCtEHw%3D%3D&ppt=None&ppn=None&ssid=bbzdsry4kw0000001682755884362&qH=c06ea84a1e3dc3c6,Windows 11 Home
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg)","₹36,999",4.4,RMNB1001,Real Gray,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm63278eae4e867?pid=COMG5YDPE6KHFFK6&lid=LSTCOMG5YDPE6KHFFK6TDC2UE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_LhAP%2Ff4n7h0UswTS8ftuRBt4gTgGaum9hqbcxWP4UUEl2ELPeSysObXJ6thWkVEdxu0myzoTQB4YYeAQsDNYag%3D%3D&ppt=None&ppn=None&ssid=x39xx9bz7k0000001682755942350&qH=c06ea84a1e3dc3c6,Windows 10 Home
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 2.43 kg, With MS Office)","₹33,831",4.2,15ITL05,Platinum Grey,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,,No value available,No value available,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itmfeceb3575a35f?pid=COMGHA9RPMRF2BAR&lid=LSTCOMGHA9RPMRF2BARF6GSIV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_LhAP%2Ff4n7h0UswTS8ftuRBt4gTgGaum9hqbcxWP4UUH0BivKTqdI6qX6ssXWc%2BOB3InU%2FIiH%2Ft7fBwMqjBeOTQ%3D%3D&ppt=None&ppn=None&ssid=x39xx9bz7k0000001682755942350&qH=c06ea84a1e3dc3c6,Windows 11 Home
